discrete_simulation_ga,7667126433195979284,start,2019-03-26 11:38:38.437243,end,2019-03-26 13:06:17.068896,total,1:27:38.631653
discrete_simulation_ga,5787586502586081016,start,2019-03-26 13:06:17.081585,end,2019-03-26 17:20:08.569449,total,4:13:51.487864
discrete_simulation_ga,6587092914502381862,start,2019-03-26 17:20:08.589442,end,2019-03-26 19:21:25.018624,total,2:01:16.429182
discrete_simulation_ga,6006644699976034406,start,2019-03-26 19:21:25.026972,end,2019-03-26 21:11:17.939881,total,1:49:52.912909
discrete_simulation_ga,1920541508393047171,start,2019-03-26 21:11:17.953732,end,2019-03-26 22:13:02.522710,total,1:01:44.568978
discrete_simulation_ga,266962322107190189,start,2019-03-26 22:13:02.536953,end,2019-03-27 00:13:41.268260,total,2:00:38.731307
discrete_simulation_ga,36315065065413804,start,2019-03-27 00:13:41.288761,end,2019-03-27 01:19:07.387604,total,1:05:26.098843
discrete_simulation_ga,8261747354218234929,start,2019-03-27 01:19:07.395010,end,2019-03-27 02:41:10.447311,total,1:22:03.052301
discrete_simulation_ga,6211980885096765644,start,2019-03-27 02:41:10.468738,end,2019-03-27 08:26:32.557154,total,5:45:22.088416
discrete_simulation_ga,6208856312787334978,start,2019-03-27 08:26:32.577600,end,2019-03-27 10:22:01.283326,total,1:55:28.705726
